콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,등록일시,SNS공유수,인기점수,등록일시_1,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CNTS_000000000022634,숙박,잼잼팩토리,국문,잼잼팩토리,,y,,,325,,0,0,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2017-10-12,0,650,,n,2017-10-12,2017-10-12,2017-10-12,2017-10-12,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022681,관광지,생이기정,국문,생이기정,,y,5,,5486,,6,4,10,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-10-24,3,11010,,n,2017-10-24,2017-10-24,2017-10-24,2017-10-24,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022894,음식점,춘미향 식당,국문,춘미향 식당,,y,,,2527,,0,0,24,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2018-03-30,5,5054,,n,2018-03-30,2018-03-30,2018-03-30,2018-03-30,y,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000008191,음식점,거기제주,국문,거기제주,,y,0,,1045,,0,0,2,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2019-01-28,1,2090,,n,,2019-01-28,,,y,y,n,n,0,,,,,,,,,,,,,,
CNTS_000000000021210,음식점,아웃도어키친,국문,아웃도어키친,,y,5,,2266,,1,1,17,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-22,0,4540,8948267,n,2016-12-22,2016-12-22,2016-12-22,2016-12-22,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000021213,숙박,마라도게스트하우스,국문,마라도게스트하우스,,y,,,1777,,0,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-22,1,3554,,n,2016-12-22,2016-12-22,2016-12-22,2016-12-22,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021704,음식점,내담,국문,내담,,y,,,1269,,0,0,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-01-31,1,2538,9381459,n,2017-01-31,2017-01-31,2017-01-31,2017-01-31,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022128,쇼핑,인한복,국문,인한복,,y,,,3158,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-11,1,6316,,n,2017-07-11,2017-07-11,2017-07-11,2017-07-11,y,y,y,y,,y,,y,,y,,y,,2019-11-18,,2019-11-18,,y,
CNTS_000000000020483,음식점,국수장터,국문,국수장터,,y,4,,2606,,0,2,15,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-22,0,5222,7149914,n,2016-11-22,2016-11-22,2016-11-22,2016-11-22,n,n,n,n,2,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020499,음식점,물고기카페,국문,물고기카페,,y,5,,1000,,0,3,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-22,0,2015,5561611,n,2016-11-22,2016-11-22,2016-11-22,2016-11-22,n,n,n,n,7,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020502,음식점,하우스레서피,국문,하우스레서피,,y,4,,1246,,0,3,10,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-22,0,2507,8957311,n,2016-11-22,2016-11-22,2016-11-22,2016-11-22,n,n,n,n,6,,,,,,,,,,,,,,
CNTS_000000000018435,관광지,윗세오름(웃세오름),국문,윗세오름(웃세오름),,y,5,,21665,,3,50,97,0,2,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-07,10,43589,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,y,y,y,y,101,y,y,y,y,y,y,y,y,2019-05-14,2019-05-14,2019-05-13,2019-05-02,y,y
CNTS_000000000018436,숙박,단추스테이 단추숲,국문,단추스테이 단추숲,,y,3,,1520,,0,2,3,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-07,0,3050,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,n,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000019584,숙박,아모렉스리조트,국문,아모렉스리조트,,y,,,3306,,0,0,5,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,2,6612,3356508,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019586,숙박,제주파크랜드,국문,제주파크랜드,,y,,,1220,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,0,2440,12695089,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019594,관광지,원앙폭포,국문,원앙폭포,,y,5,,34234,,7,23,210,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,36,68604,,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,y,y,y,y,29,y,,y,,y,,y,,2019-10-08,,2019-10-08,,y,
CNTS_000000000019604,숙박,야스라기펜션,국문,야스라기펜션,,y,5,,1279,,0,1,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,0,2563,,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019607,숙박,다솜펜션,국문,다솜펜션,,y,,,1234,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,0,2468,7688289,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022706,테마여행,"감성 짙은 제주 소품, 생활용품샵",국문,"감성 짙은 제주 소품, 생활용품샵",,y,,,19450,,4,0,3,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-11-10,0,38912,,n,2017-11-10,2017-11-10,2018-12-04,2017-11-10,y,n,y,y,,y,y,y,y,y,y,y,y,2019-02-27,2019-02-18,2019-02-27,2019-02-18,y,n
CNTS_000000000022639,쇼핑,함덕 멘도롱장,국문,함덕 멘도롱장,,y,5,,18385,,6,2,50,0,0,y,y,n,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-10-12,71,36798,,n,2017-10-12,2017-10-12,2017-10-12,2017-10-12,y,n,n,n,7,,,,,,,,,,,,,,
CNTS_000000000022633,테마여행,(영특) 제주의 독특한 핸드메이드 기프트 6선,국문,(영특) 제주의 독특한 핸드메이드 기프트 6선,,y,,,4760,,0,0,0,0,0,y,y,n,y,y,y,y,y,y,m,m,y,y,y,y,y,2017-10-12,0,9520,,n,2017-10-12,2017-10-12,2017-10-12,2017-10-12,n,n,n,n,,,y,,y,,y,,y,,2019-02-18,,2019-02-18,,n
CNTS_000000000022220,음식점,아꼬떼카페,국문,아꼬떼카페,,y,,,1447,,1,0,4,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-27,0,2897,,n,2017-07-27,2017-07-27,2017-07-27,2017-07-27,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022244,숙박,쇠소깍섬도리왓펜션,국문,쇠소깍섬도리왓펜션,,y,,,866,,0,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-07-28,0,1732,,n,2017-07-28,2017-07-28,2017-07-28,2017-07-28,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022302,숙박,하쿠나마타타게스트하우스,국문,하쿠나마타타게스트하우스,,y,,,1679,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-02,0,3358,,n,2017-08-02,2017-08-02,2017-08-02,2017-08-02,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022363,음식점,써니하우스 커피&핫도그,국문,써니하우스 커피&핫도그,,y,,,1331,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-07,0,2662,9243381,n,2017-08-07,2017-08-07,2017-08-07,2017-08-07,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020212,숙박,이뻬게스트하우스,국문,이뻬게스트하우스,,y,,,2357,,0,0,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-15,4,4714,,n,2016-11-15,2016-11-15,2016-11-15,2016-11-15,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018691,숙박,바다의향기,국문,바다의향기,,y,4,,1450,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-12,0,2900,,n,2016-10-12,2016-10-12,2016-10-12,2016-10-12,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018712,숙박,산과바다사이,국문,산과바다사이,,y,,,800,,0,0,0,0,0,y,y,n,w,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-12,0,1600,2150426,n,2016-10-12,2016-10-12,2016-10-12,2016-10-12,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019986,관광지,소천지,국문,소천지,,y,5,,17524,,4,13,136,0,2,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-31,21,35125,,n,2016-10-31,2016-10-31,2016-10-31,2016-10-31,y,y,y,y,15,y,,y,,y,,y,,2019-05-21,,2019-05-21,,y,
CNTS_000000000021975,테마여행,"나도 드라마, 영화 속 주인공 <제주 숨은 명소, 드라마·영화 촬영지는 어디>",국문,"나도 드라마, 영화 속 주인공 <제주 숨은 명소, 드라마·영화 촬영지는 어디>",,y,,,17024,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-06-09,3,34048,,n,2017-06-09,2017-06-09,2017-06-09,2017-06-09,n,n,n,n,,y,y,y,y,y,y,y,y,2019-02-27,2019-02-14,2019-02-27,2019-02-14,n,n
CNTS_000000000019122,관광지,세계술박물관,국문,세계술박물관,,y,4,,10189,,2,1,79,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-19,5,20389,,n,2016-10-19,2016-10-19,2016-10-19,2016-10-19,y,y,y,y,2,y,,y,,y,,y,,,,2020-09-09,,y,
CNTS_000000000019127,숙박,사랑터울,국문,사랑터울,,y,,,1439,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-19,0,2878,,n,2016-10-19,2016-10-19,2016-10-19,2016-10-19,n,n,n,n,,y,,y,,y,,y,,2020-01-02,,2019-02-25,,n,
CNTS_000000000020549,숙박,밸류호텔 서귀포(VALUE HOTEL Seogwipo JS),국문,밸류호텔 서귀포(VALUE HOTEL Seogwipo JS),,y,3,,3223,,1,2,6,0,0,y,y,y,y,y,y,y,y,y,m,m,y,y,y,y,y,2016-11-23,1,6459,12137465,n,2016-11-23,2016-11-23,2016-11-23,2016-11-23,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000019551,관광지,곽지패총,국문,곽지패총,,y,,,3120,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,0,6240,,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,y,y,y,y,,y,,y,,y,,y,,2019-05-20,,2019-05-20,,y,
CNTS_000000000019140,숙박,바다위올레펜션,국문,바다위올레펜션,,y,,,867,,0,0,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-19,0,1734,6877702,n,2016-10-19,2016-10-19,2016-10-19,2016-10-19,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020578,음식점,귤하르방,국문,귤하르방,,y,5,,3,,0,5,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-23,0,6,,n,2016-11-23,2016-11-23,2016-11-23,2016-11-23,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000022763,음식점,카페소금,국문,카페소금,,y,4,,1458,,0,1,10,0,1,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-12-20,0,2921,,n,2017-12-20,2017-12-20,2017-12-20,2017-12-20,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022880,관광지,한모살 (표선백사장),국문,한모살 (표선백사장),,y,,,1560,,1,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2018-03-28,1,3123,,n,2018-03-28,2018-03-28,2018-03-28,2018-03-28,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022696,음식점,삼성혈해물탕,국문,삼성혈해물탕,,y,4,,2196,,0,2,5,0,1,y,y,y,y,y,y,y,y,m,m,y,y,y,y,y,y,2017-11-02,2,4402,4031924,n,2017-11-02,2017-11-02,2017-11-02,2017-11-02,y,n,n,y,1,,,,,,,,,,,,,,
CNTS_000000000018611,음식점,빨간머리앤의집(초콜릿뮤지엄),국문,빨간머리앤의집(초콜릿뮤지엄),,y,3,,957,,0,2,1,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-10-11,0,1914,,n,2016-10-11,2016-10-11,2016-10-11,2016-10-11,n,n,n,n,2,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000020214,음식점,허파곶자왈화덕피자,국문,허파곶자왈화덕피자,,y,4,,4207,,0,5,27,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-15,2,8439,,n,2016-11-15,2016-11-15,2016-11-15,2016-11-15,y,n,n,n,7,,,,,,,,,,,,,,
CNTS_000000000018100,숙박,켄싱턴제주호텔,국문,켄싱턴제주호텔,,y,5,,9755,,3,21,21,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-09-08,0,19624,6662809,n,2016-09-08,2016-09-08,2016-09-08,2016-09-08,n,n,n,n,6,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000018101,숙박,그라벨호텔제주,국문,그라벨호텔제주,,y,,,2686,,2,0,9,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-09-08,1,5378,7356361,n,2016-09-08,2016-09-08,2016-09-08,2016-09-08,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020249,음식점,피자아일랜드,국문,피자아일랜드,,y,,,1826,,0,0,3,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-16,0,3652,10270646,n,2016-11-16,2016-11-16,2016-11-16,2016-11-16,y,y,y,y,,y,,y,,y,,y,,2019-10-22,,2019-10-22,,y,
CNTS_000000000022126,숙박,호텔 샬롬제주,국문,호텔 샬롬제주,,y,,,2335,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-11,1,4670,12300093,n,2017-07-11,2017-07-11,2017-07-11,2017-07-11,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019345,숙박,제주돌집2호점 (스코리아),국문,제주돌집2호점 (스코리아),,y,,,2166,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-21,0,4332,,n,2016-10-21,2016-10-21,2016-10-21,2016-10-21,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019349,숙박,강남하우스펜션,국문,강남하우스펜션,,y,,blog.naver.com/pys3527,905,,0,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-21,0,1810,,n,2016-10-21,2016-10-21,2016-10-21,2016-10-21,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000019351,숙박,JAY&CHLOE,국문,JAY&CHLOE,,y,5,,5242,,0,1,8,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-21,1,10489,,n,2016-10-21,2016-10-21,2016-10-21,2016-10-21,n,n,n,n,3,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019554,관광지,광령귤나무,국문,광령귤나무,,y,,,3403,,0,0,7,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,0,6806,,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020596,음식점,더핀란드,국문,더핀란드,,y,5,,1267,,0,1,3,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-11-23,0,2539,9324984,n,2016-11-23,2016-11-23,2016-11-23,2016-11-23,n,n,n,n,3,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000020653,음식점,네모랑,국문,네모랑,,y,5,,1328,,1,2,14,0,0,y,y,n,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-24,0,2659,,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,n,n,n,n,6,,,,,,,,,,,,,,
CNTS_000000000020789,숙박,대명 샤인빌리조트,국문,샤인빌럭셔리리조트,,y,4,,6419,,2,2,26,0,1,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-30,1,12854,624586,n,2016-11-30,2016-11-30,2016-11-30,2016-11-30,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000018616,음식점,우도해광식당,국문,우도해광식당,,y,5,,3127,,1,4,11,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-11,1,6277,,n,2016-10-11,2016-10-11,2016-10-11,2016-10-11,y,y,y,y,6,y,,y,,y,,y,,2019-10-22,,2019-10-22,,y,
CNTS_000000000018617,음식점,우도자연,국문,우도자연,,y,5,,2200,,0,4,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-11,1,4420,9229615,n,2016-10-11,2016-10-11,2016-10-11,2016-10-11,y,y,y,y,2,y,,y,,y,,y,,2019-11-12,,2019-11-12,,y,
CNTS_000000000018619,음식점,우도일출해올레가든,국문,우도일출해올레가든,,y,,,844,,0,0,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-11,0,1688,9229608,n,2016-10-11,2016-10-11,2016-10-11,2016-10-11,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018690,숙박,제주BNB펜션,국문,제주BNB펜션,,y,,,652,,0,0,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-12,0,1304,,n,2016-10-12,2016-10-12,2016-10-12,2016-10-12,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020250,음식점,중문어촌계해녀의집,국문,중문어촌계해녀의집,,y,4,,9068,,1,2,38,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-16,8,18149,,n,2016-11-16,2016-11-16,2016-11-16,2016-11-16,y,y,y,y,3,y,,y,,y,,y,,2019-10-22,,2019-10-22,,y,
CNTS_000000000018795,관광지,창고천생태공원,국문,창고천생태공원,,y,,,3294,,1,0,21,0,0,y,y,y,y,y,y,y,y,y,m,m,y,y,y,y,y,2016-10-14,0,6591,,n,2016-10-14,2021-07-29,2016-10-14,2016-10-14,y,y,n,n,,,,,,,,,,,,,,,
CNTS_000000000018797,관광지,화순곶자왈생태탐방숲길,국문,화순곶자왈생태탐방숲길,,y,5,,10954,,3,5,43,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-14,0,21942,,n,2016-10-14,2016-10-14,2016-10-14,2016-10-14,y,y,y,y,11,y,,y,,y,,y,,2019-08-19,,2019-08-19,,y,
CNTS_000000000021770,테마여행,"늦겨울 바다 낚시<제주 겨울바다, 트라이앵글을 이루다>",국문,"늦겨울 바다 낚시<제주 겨울바다, 트라이앵글을 이루다>",,y,,,4107,,0,0,1,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2017-02-15,0,8214,,n,2017-02-15,2017-02-15,2017-02-15,2017-02-15,n,n,n,n,,y,y,y,y,n,n,y,y,2019-02-27,2019-02-14,2019-02-27,2019-02-14,n,n
CNTS_000000000020098,음식점,구좌상회,국문,구좌상회,,y,4,,16394,,5,24,160,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-07,4,32923,,n,2016-11-07,2016-11-07,2016-11-07,2016-11-07,y,y,y,y,45,y,,y,,y,,y,,2019-11-12,,2019-11-12,,y,
CNTS_000000000021916,축제/행사,제주들불축제(2022년 취소),국문,제주들불축제(2022년 취소),,y,5,,35176,,2,1,8,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-05-01,22,70363,,n,2017-05-01,2017-05-01,2017-05-01,2017-05-01,y,y,y,y,,y,y,y,y,y,y,y,y,2021-02-26,2020-02-24,2021-02-26,2020-02-24,y,y
CNTS_000000000020515,음식점,몬떼마레,국문,몬떼마레,,y,5,,1879,,0,1,5,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-22,0,3763,,n,2016-11-22,2016-11-22,2016-11-22,2016-11-22,y,y,y,y,1,y,,y,,y,,y,,2019-11-12,,2019-11-12,,y,
CNTS_000000000020516,음식점,얌얌키친,국문,얌얌키친,,y,4,,808,,0,2,4,0,0,y,y,n,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-22,0,1626,,n,2016-11-22,2016-11-22,2016-11-22,2016-11-22,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000018528,숙박,썬비치민박,국문,썬비치민박,,y,,,1175,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-10,0,2350,,n,2016-10-10,2016-10-10,2016-10-10,2016-10-10,y,y,y,y,,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CNTS_000000000018531,숙박,백악관민박,국문,백악관민박,,y,,,1397,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-10,2,2794,,n,2016-10-10,2016-10-10,2016-10-10,2016-10-10,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019598,숙박,초록새록,국문,초록새록,,y,,,1135,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,0,2270,13360901,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019601,관광지,돈내코유원지,국문,돈내코유원지,,y,4,,9551,,0,9,50,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,2,19147,,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,y,y,y,y,14,y,,y,,y,,y,,2019-08-19,,2019-08-19,,y,
CNTS_000000000020923,관광지,무릉도원마을,국문,무릉도원마을,,y,,,2016,,0,0,2,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-13,0,4032,,n,2016-12-13,2016-12-13,2016-12-13,2016-12-13,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000019618,숙박,꿈꾸는바다,국문,꿈꾸는바다,,y,,,1256,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-25,0,2512,,n,2016-10-25,2016-10-25,2016-10-25,2016-10-25,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019743,관광지,종달리해변,국문,종달리해변,,y,5,,5294,,1,6,51,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-27,3,10621,,n,2016-10-27,2016-10-27,2016-10-27,2016-10-27,y,n,n,n,8,,,,,,,,,,,,,,
CNTS_000000000018701,숙박,산방산에펜션,국문,산방산에펜션,,y,,,2169,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-12,1,4338,7954600,n,2016-10-12,2016-10-12,2016-10-12,2016-10-12,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018873,음식점,돈채,국문,돈채,,y,,,1180,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-17,0,2360,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,y,y,y,y,,y,,y,,y,,y,,2019-10-23,,2019-10-23,,y,
CNTS_000000000018883,음식점,리치망고우도점,국문,리치망고우도점,,y,4,,1479,,1,5,7,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-17,2,2986,9297262,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,y,n,n,n,7,,,,,,,,,,,,,,
CNTS_000000000018909,관광지,대한민국최남단기념비/ 마라도 기념비,국문,대한민국최남단기념비/ 마라도 기념비,,y,5,,4480,,1,3,21,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-17,1,8978,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,y,y,y,y,4,y,,y,,y,,y,,2019-08-20,,2019-08-20,,y,
CNTS_000000000022480,숙박,동촌하우스,국문,동촌하우스,,y,,,1835,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-16,0,3670,,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020099,음식점,올래국수,국문,올래국수,,y,4,,59793,,39,42,811,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-07,79,119913,4033774,n,2016-11-07,2016-11-07,2016-11-07,2016-11-07,y,y,y,y,35,y,,y,,y,,y,,2019-10-23,,2019-10-23,,y,
CNTS_000000000022371,음식점,바농,국문,바농,,y,,,921,,1,0,2,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-08-07,2,1845,8956382,n,2017-08-07,2017-08-07,2017-08-07,2017-08-07,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000018920,음식점,우도에서썸타,국문,우도에서썸타,,y,5,,747,,0,3,2,0,0,y,y,n,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-17,0,1509,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000018533,숙박,우도노을사랑,국문,우도노을사랑,,y,,,700,,0,0,0,0,0,y,y,y,w,y,y,y,y,w,w,w,y,y,y,y,y,2016-10-10,0,1400,,n,2016-10-10,2016-10-10,2016-10-10,2016-10-10,y,y,y,y,,y,,w,,y,,y,,,,2019-07-19,,y,
CNTS_000000000018726,관광지,제주올레 14-1코스,국문,제주올레 14-1코스,,y,3,,6683,,0,2,15,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-13,0,13376,,n,2016-10-13,2016-10-13,2016-10-13,2016-10-13,y,y,y,y,10,y,,y,,y,,y,,2019-08-20,,2019-08-20,,y,
